YEAR	TICKET_SALES	CONTRIBUTIONS	RIGHTS_LICENSING	STUDENT_FEES	SCHOOL_FUNDS	OTHER	TOTAL REVENUES
2017	$2,092,975	$4,060,347	$5,508,837	$7,425,989	$11,060,015	$1,633,180	$31,781,343
2016	$1,988,231	$3,849,332	$6,962,670	$6,180,513	$12,033,463	$1,694,841	$32,709,050
2015	$2,485,703	$2,907,737	$6,789,503	$5,935,317	$10,014,493	$1,704,082	$29,836,835
2014	$2,326,459	$3,382,825	$5,670,026	$5,429,023	$9,587,765	$2,249,563	$28,645,661
2013	$3,002,512	$3,127,983	$5,302,523	$3,773,908	$11,044,489	$2,766,433	$29,017,848
2012	$2,292,551	$3,133,078	$5,257,103	$3,749,403	$11,136,365	$1,662,437	$27,230,937
2011	$3,308,099	$3,071,855	$5,483,105	$4,219,929	$9,650,748	$1,960,622	$27,694,358
2010	$2,841,759	$3,361,765	$5,143,283	$4,189,751	$9,507,785	$1,649,665	$26,694,008
2009	$4,262,168	$3,031,889	$4,975,319	$3,394,733	$8,556,022	$1,375,164	$25,595,295
2008	$3,674,607	$4,165,533	$4,777,125	$3,361,569	$8,013,542	$1,276,867	$25,269,243
2007	$4,525,383	$3,473,243	$4,142,231	$3,287,123	$6,573,893	$1,356,256	$23,358,129
2006	$4,582,158	$3,645,959	$4,111,222	$2,180,643	$7,786,415	$1,143,208	$23,449,605
2005	$3,639,657	$3,029,606	$2,763,543	$2,952,176	$7,807,718	$1,132,708	$21,325,408
2017	$846,364	$2,423,340	$4,859,157	$8,399,090	$12,861,961	$1,862,641	$31,252,553
2016	$1,661,048	$2,178,305	$3,786,611	$8,322,552	$10,891,768	$4,034,768	$30,875,052
2015	$1,394,515	$2,187,342	$3,630,473	$8,118,530	$9,975,423	$3,283,058	$28,589,341
2014	$1,483,717	$3,507,536	$4,100,543	$7,847,970	$10,428,712	$2,298,462	$29,666,940
2013	$861,451	$3,467,071	$2,366,692	$7,112,961	$10,460,257	$1,585,606	$25,854,038
2012	$685,972	$2,761,047	$2,174,023	$5,689,727	$10,218,117	$2,389,899	$23,918,785
2011	$846,636	$1,373,276	$3,086,975	$4,507,307	$6,860,492	$2,186,427	$18,861,113
2010	$935,884	$4,963,187	$2,136,586	$4,683,122	$6,498,784	$1,115,496	$20,333,059
2009	$1,201,935	$1,856,770	$2,030,150	$5,199,963	$7,041,233	$1,371,311	$18,701,362
2008	$894,143	$2,087,983	$2,316,144	$5,051,617	$6,879,407	$1,586,946	$18,816,240
2007	$1,252,570	$1,220,436	$2,436,057	$4,714,849	$6,508,803	$856,795	$16,989,510
2006	$512,124	$2,098,031	$1,455,023	$4,509,856	$9,480,754	$752,745	$18,808,533
2005	$437,066	$1,078,460	$1,582,989	$714,000	$8,465,715	$879,206	$13,157,436
2017	$814,686	$1,275,019	$3,708,909	$9,218,963	$11,445,993	$4,230,307	$30,693,877
2016	$702,825	$2,135,703	$2,709,714	$9,173,925	$11,061,043	$1,401,215	$27,184,425
2015	$1,001,481	$839,705	$2,913,794	$8,549,640	$11,327,656	$3,469,660	$28,101,936
2014	$1,406,241	$726,774	$2,084,911	$7,842,498	$10,040,667	$990,637	$23,091,728
2013	$865,867	$595,499	$1,177,445	$7,500,776	$9,024,380	$1,951,595	$21,115,562
2012	$873,927	$774,416	$1,095,219	$6,978,812	$8,553,461	$784,754	$19,060,589
2011	$860,201	$1,181,032	$560,431	$6,154,241	$7,834,109	$842,031	$17,432,045
2010	$877,710	$801,067	$427,940	$5,680,478	$8,051,440	$601,162	$16,439,797
2009	$905,020	$660,368	$734,390	$5,245,421	$6,240,564	$569,735	$14,355,498
2008	$213,976	$35,530	$619,362	$1,890,252	$7,677,463	$190,346	$10,626,929
2007	$187,051	$0	$454,001	$1,214,441	$6,404,117	$257,414	$8,517,024
2006	$227,206	$153,965	$462,467	$1,195,378	$5,089,087	$202,233	$7,330,336
2005	$112,339	$380,605	$654,421	$933,969	$4,742,494	$133,249	$6,957,077
2017	$2,300,588	$2,519,114	$4,446,629	$4,015,048	$16,607,856	$549,831	$30,439,066
2016	$2,119,884	$2,873,420	$5,369,197	$4,121,166	$12,803,393	$2,169,698	$29,456,758
2015	$2,224,966	$2,158,797	$4,773,722	$3,699,227	$15,793,780	$1,562,056	$30,212,548
2014	$2,054,360	$2,270,487	$3,094,715	$4,029,476	$11,728,959	$4,538,034	$27,716,031
2013	$2,098,880	$3,379,547	$2,866,060	$6,387,381	$10,026,629	$2,847,904	$27,606,401
2012	$1,617,294	$2,049,358	$2,046,658	$6,421,091	$11,274,541	$2,361,320	$25,770,262
2011	$1,587,381	$2,343,003	$1,682,912	$6,521,111	$7,575,504	$2,559,573	$22,269,484
2010	$1,666,379	$2,373,536	$2,039,219	$6,437,652	$9,049,848	$1,676,714	$23,243,348
2009	$1,647,058	$2,160,965	$1,717,268	$6,060,691	$7,583,982	$3,152,353	$22,322,317
2008	$1,655,224	$1,529,939	$1,554,112	$5,798,822	$7,905,203	$1,514,609	$19,957,909
2007	$1,392,274	$1,360,549	$1,384,583	$3,508,864	$8,585,634	$976,806	$17,208,710
2006	$1,520,857	$1,229,444	$1,347,352	$4,407,525	$6,338,409	$1,237,458	$16,081,045
2005	$1,306,886	$1,131,874	$1,266,923	$4,237,895	$5,810,099	$824,057	$14,577,734
2017	$795,640	$879,632	$4,415,974	$19,265,155	$3,158,334	$1,715,468	$30,230,203
2016	$331,035	$948,424	$3,087,290	$18,585,946	$3,255,566	$1,886,060	$28,094,321
2015	$840,856	$738,955	$2,884,424	$18,740,838	$3,531,945	$2,245,423	$28,982,441
2014	$654,347	$1,568,645	$2,450,902	$17,598,102	$3,094,615	$1,726,705	$27,093,316
2013	$512,759	$1,452,756	$1,280,504	$19,243,016	$3,360,013	$872,916	$26,721,964
2012	$646,623	$930,460	$1,310,500	$17,873,205	$3,396,767	$382,978	$24,540,533
2011	$974,393	$789,919	$1,235,390	$16,543,899	$2,858,548	$493,426	$22,895,575
2010	$64,188	$1,445,158	$632,874	$14,635,789	$2,577,337	$179,020	$19,534,366
2009	$59,195	$164,834	$494,486	$12,957,218	$2,121,988	$249,030	$16,046,751
2008	$75,514	$1,325,987	$640,034	$8,271,710	$1,831,051	$113,086	$12,257,382
2007	$67,812	$293,829	$544,136	$7,663,583	$1,965,595	$224,085	$10,759,040
2006	$92,863	$140,390	$453,687	$5,645,690	$1,343,833	$239,310	$7,915,773
2005	$26,562	$303,548	$417,651	$4,739,443	$1,023,403	$182,463	$6,693,070
2017	$1,058,810	$2,568,378	$2,407,932	$1,142,910	$20,568,725	$2,215,352	$29,962,107
2016	$896,635	$2,180,053	$2,412,117	$1,088,609	$18,847,710	$1,895,500	$27,320,624
2015	$610,558	$2,269,129	$1,964,784	$1,078,826	$19,335,369	$1,798,003	$27,056,669
2014	$463,063	$2,268,841	$1,460,909	$1,014,429	$16,820,543	$2,600,956	$24,628,741
2013	$823,835	$2,295,375	$1,387,611	$956,988	$15,100,380	$1,704,440	$22,268,629
2012	$830,368	$1,948,898	$1,140,533	$920,916	$10,721,087	$942,862	$16,504,664
2011	$689,998	$2,150,695	$1,305,841	$852,066	$7,225,566	$3,022,554	$15,246,720
2010	$936,298	$2,285,919	$1,266,986	$712,380	$8,487,477	$2,094,533	$15,783,593
2009	$862,517	$2,027,691	$1,226,041	$823,505	$8,511,516	$2,006,780	$15,458,050
2008	$639,775	$2,129,595	$862,353	$550,000	$7,988,602	$2,157,622	$14,327,947
2007	$896,059	$1,692,562	$1,166,880	$510,000	$8,281,471	$1,595,687	$14,142,659
2006	$617,862	$1,401,025	$1,106,620	$475,000	$7,014,901	$2,210,269	$12,825,677
2005	$641,217	$2,109,217	$1,044,958	$475,000	$6,118,246	$1,587,076	$11,975,714
2017	$3,887,680	$3,652,264	$5,267,329	$6,267,660	$8,078,014	$2,134,524	$29,287,471
2016	$3,499,254	$4,038,955	$6,319,055	$5,080,886	$8,681,538	$2,544,501	$30,164,189
2015	$3,484,027	$3,669,735	$5,834,799	$4,100,749	$8,117,328	$1,862,500	$27,069,138
2014	$3,326,138	$3,775,174	$5,672,796	$3,997,054	$10,059,341	$1,876,588	$28,707,091
2013	$3,302,999	$3,483,071	$4,206,099	$3,970,862	$10,491,761	$2,132,482	$27,587,274
2012	$3,600,879	$4,000,519	$4,973,762	$4,240,644	$10,237,332	$2,150,399	$29,203,535
2011	$3,946,607	$3,855,746	$4,673,819	$4,287,724	$8,194,567	$2,486,443	$27,444,906
2010	$2,788,491	$3,584,335	$4,560,933	$4,150,759	$5,442,124	$2,541,093	$23,067,735
2009	$2,986,512	$2,781,875	$4,154,338	$4,000,186	$5,822,471	$2,298,134	$22,043,516
2008	$4,400,247	$3,464,462	$3,934,949	$4,052,529	$5,152,381	$2,098,656	$23,103,224
2007	$2,625,256	$3,666,624	$3,547,760	$4,213,326	$4,818,845	$2,129,131	$21,000,942
2006	$2,881,397	$3,753,772	$3,050,211	$3,648,813	$5,008,757	$1,804,463	$20,147,413
2005	$1,961,713	$3,256,311	$2,150,750	$3,667,214	$3,307,148	$1,980,323	$16,323,459
2017	$1,675,627	$4,019,592	$3,834,405	$9,338,410	$7,409,267	$2,617,751	$28,895,052
2016	$1,637,401	$3,914,724	$3,536,861	$9,507,329	$8,983,643	$2,701,243	$30,281,201
2015	$1,057,398	$1,263,820	$2,349,561	$9,595,557	$4,206,630	$2,671,388	$21,144,354
2014	$1,086,185	$750,000	$2,477,569	$9,542,787	$4,007,399	$1,065,410	$18,929,350
2013	$1,179,454	$1,029,174	$1,245,040	$5,812,013	$2,508,657	$1,426,412	$13,200,750
2012	$1,067,476	$600,000	$1,184,724	$5,775,971	$2,006,562	$700,369	$11,335,102
2011	$875,394	$600,000	$954,654	$5,806,424	$2,369,332	$639,701	$11,245,505
2010	$791,172	$600,000	$707,050	$5,349,211	$2,175,325	$702,503	$10,325,261
2009	$888,567	$600,000	$767,092	$4,682,422	$2,173,991	$630,131	$9,742,203
2008	$795,207	$556,558	$678,967	$4,357,541	$2,390,156	$573,469	$9,351,898
2007	$675,966	$680,890	$646,099	$4,035,168	$2,814,776	$436,103	$9,289,002
2006	$599,371	$796,301	$840,246	$3,943,739	$2,814,776	$431,039	$9,425,472
2005	$532,753	$686,029	$734,226	$3,781,508	$2,387,423	$668,166	$8,790,105
2017	$915,201	$1,389,618	$4,392,522	$14,668,174	$3,989,665	$3,482,530	$28,837,710
2016	$509,730	$921,287	$2,799,845	$14,581,536	$4,706,690	$2,499,523	$26,018,611
2015	$891,139	$891,312	$2,625,686	$14,418,300	$4,786,408	$2,296,003	$25,908,848
2014	$486,944	$968,748	$1,556,408	$13,982,690	$5,056,989	$2,880,915	$24,932,694
2013	$742,911	$1,030,243	$1,860,352	$13,655,430	$6,903,386	$2,365,352	$26,557,674
2012	$486,529	$652,209	$1,850,235	$12,798,790	$4,566,989	$2,548,916	$22,903,668
2011	$669,316	$435,339	$1,704,263	$12,151,130	$4,566,744	$1,922,029	$21,448,821
2010	$594,145	$395,404	$1,488,457	$10,516,660	$5,109,807	$1,342,207	$19,446,680
2009	$405,760	$593,448	$1,459,723	$9,785,000	$3,815,523	$1,882,739	$17,942,193
2008	$514,280	$637,365	$1,425,095	$9,723,600	$3,660,416	$2,146,035	$18,106,791
2007	$559,558	$347,866	$1,303,104	$9,795,300	$3,753,848	$1,728,019	$17,487,695
2006	$436,309	$292,507	$1,212,629	$9,408,500	$3,490,969	$3,153,730	$17,994,644
2005	$431,533	$338,651	$1,259,219	$9,015,900	$3,357,680	$1,309,759	$15,712,742
2017	$1,998,788	$1,765,092	$5,218,364	$12,223,798	$5,162,130	$2,404,459	$28,772,631
2016	$2,121,837	$2,273,665	$5,527,674	$12,159,733	$3,196,540	$2,146,560	$27,426,009
2015	$2,155,482	$3,102,157	$6,505,544	$12,032,206	$1,761,776	$1,250,382	$26,807,547
2014	$2,368,531	$2,500,752	$5,509,696	$12,158,968	$2,651,967	$1,748,080	$26,937,994
2013	$2,228,523	$2,547,300	$3,558,860	$12,359,636	$2,199,686	$913,948	$23,807,953
2012	$2,266,444	$2,726,303	$2,864,632	$11,376,144	$2,255,706	$818,976	$22,308,205
2011	$79,942	$1,797,603	$1,869,101	$9,924,827	$2,021,226	$982,933	$16,675,632
2010	$168,630	$606,480	$1,306,402	$8,283,062	$1,877,146	$739,974	$12,981,694
2009	$74,217	$394,512	$1,261,420	$6,760,555	$2,074,819	$737,956	$11,303,479
2008	$71,050	$188,232	$1,044,417	$6,150,449	$2,040,485	$875,537	$10,370,170
2007	$71,211	$222,542	$707,670	$5,852,599	$2,414,414	$719,062	$9,987,498
2006	$122,342	$277,415	$712,202	$4,730,346	$3,270,252	$715,748	$9,828,305
2005	$80,671	$221,373	$681,072	$3,996,358	$1,636,577	$882,974	$7,499,025
2017	$2,634,747	$6,472,889	$4,479,487	$454,141	$12,346,233	$1,939,422	$28,326,919
2016	$2,810,052	$4,095,079	$3,810,908	$457,452	$12,826,266	$1,599,685	$25,599,442
2015	$2,992,952	$6,131,211	$4,007,775	$445,223	$7,822,850	$2,060,497	$23,460,508
2014	$3,529,934	$6,638,074	$3,519,785	$0	$5,649,393	$1,959,928	$21,297,114
2013	$2,528,760	$3,668,466	$2,148,784	$0	$7,680,055	$2,088,296	$18,114,361
2012	$2,398,080	$3,924,625	$1,646,024	$0	$7,528,228	$1,943,940	$17,440,897
2011	$1,315,490	$2,041,427	$2,169,040	$0	$5,827,446	$2,203,498	$13,556,901
2010	$1,486,071	$1,065,291	$1,246,070	$0	$6,524,027	$1,958,611	$12,280,070
2009	$1,149,602	$1,772,928	$1,175,101	$0	$6,221,345	$1,803,885	$12,122,861
2008	$1,331,730	$961,285	$1,041,976	$0	$6,066,824	$2,097,200	$11,499,015
2007	$1,194,956	$1,742,752	$1,319,696	$480,655	$6,111,017	$2,086,677	$12,935,753
2006	$980,312	$1,170,417	$1,463,090	$454,269	$3,192,721	$1,212,666	$8,473,475
2005	$943,554	$1,497,282	$731,188	$0	$3,232,589	$1,217,774	$7,622,387
2017	$513,427	$770,198	$4,186,643	$13,300,000	$6,102,097	$1,226,200	$26,098,565
2016	$1,064,726	$310,062	$2,772,860	$12,860,500	$5,466,536	$3,067,855	$25,542,539
2015	$609,292	$650,667	$2,548,971	$11,574,700	$5,602,835	$1,814,135	$22,800,600
2014	$1,018,482	$697,601	$2,735,596	$11,237,600	$6,159,730	$1,575,350	$23,424,359
2013	$555,765	$571,219	$2,539,479	$10,910,300	$5,036,249	$1,702,987	$21,315,999
2012	$1,562,948	$1,543,123	$1,903,757	$9,963,700	$4,510,276	$1,646,054	$21,129,858
2011	$628,719	$1,444,423	$1,871,449	$9,157,741	$5,704,374	$1,676,770	$20,483,476
2010	$693,218	$1,353,053	$1,829,818	$9,221,400	$5,571,839	$1,463,304	$20,132,632
2009	$1,019,853	$1,285,632	$2,059,738	$8,952,800	$6,187,205	$992,860	$20,498,088
2008	$755,855	$7,876,791	$1,305,331	$8,446,000	$1,596,675	$2,144,477	$22,125,129
2007	$1,142,979	$1,925,350	$1,256,011	$7,578,775	$3,958,737	$1,438,931	$17,300,783
2006	$1,008,701	$1,522,225	$1,081,642	$7,093,120	$3,515,736	$1,971,240	$16,192,664
2005	$583,227	$1,457,295	$1,133,346	$6,896,000	$3,617,606	$1,459,411	$15,146,885
2017	$836,853	$1,631,882	$4,379,530	$9,608,496	$7,485,348	$1,853,488	$25,795,597
2016	$1,512,089	$2,337,593	$4,207,846	$10,202,335	$7,561,806	$2,700,218	$28,521,887
2015	$1,296,597	$1,807,090	$3,965,989	$10,117,581	$7,721,087	$2,726,586	$27,634,930
2014	$1,097,519	$1,724,111	$3,247,556	$9,101,312	$9,238,102	$2,598,453	$27,007,054
2013	$2,203,585	$1,305,957	$3,162,675	$8,978,949	$8,593,495	$2,014,622	$26,259,284
2012	$1,824,668	$1,184,136	$2,234,722	$8,917,520	$8,093,033	$1,250,426	$23,504,505
2011	$864,185	$1,329,546	$2,258,754	$8,769,232	$7,960,385	$2,966,500	$24,148,602
2010	$908,503	$1,158,340	$1,764,396	$8,333,419	$7,796,572	$2,249,570	$22,210,800
2009	$1,016,563	$1,087,486	$2,364,564	$7,748,529	$7,397,518	$1,629,020	$21,243,679
2008	$2,215,645	$1,226,237	$1,944,254	$7,128,877	$8,306,573	$2,520,421	$23,342,006
2007	$1,368,752	$1,335,269	$2,195,427	$6,535,717	$5,619,450	$2,345,655	$19,400,270
2006	$902,056	$1,019,791	$1,731,336	$6,228,207	$5,371,910	$2,283,791	$17,537,089
2005	$1,022,586	$1,268,164	$1,691,444	$5,883,125	$4,751,288	$1,242,600	$15,859,206
2017	$1,941,787	$2,192,521	$3,652,383	$12,653,646	$3,228,600	$1,634,354	$25,303,291
2016	$2,000,333	$2,068,269	$3,128,828	$12,528,362	$0	$3,110,517	$22,836,309
2015	$2,070,484	$2,151,989	$3,045,882	$12,600,000	$307,708	$1,648,903	$21,824,966
2014	$1,912,792	$1,452,756	$3,057,520	$12,718,603	$2,003,838	$2,324,155	$23,469,664
2013	$1,862,294	$1,258,174	$3,470,689	$12,408,393	$1,908,418	$2,703,480	$23,611,448
2012	$1,370,319	$911,454	$2,485,393	$12,244,351	$2,242,644	$1,477,796	$20,731,957
2011	$1,192,670	$2,157,827	$2,043,283	$10,676,975	$2,174,940	$1,911,666	$20,157,361
2010	$1,114,805	$2,925,651	$2,143,409	$9,497,261	$2,090,911	$1,078,741	$18,850,778
2009	$1,555,220	$999,410	$1,855,354	$9,207,604	$2,707,086	$1,489,494	$17,814,168
2008	$1,141,756	$2,917,591	$2,367,488	$8,988,604	$1,982,653	$1,989,199	$19,387,291
2007	$1,068,708	$4,642,670	$1,456,610	$8,782,175	$1,846,260	$2,198,949	$19,995,372
2006	$1,009,163	$4,549,215	$1,471,586	$8,624,189	$148,873	$1,812,825	$17,615,851
2005	$910,131	$2,170,382	$1,737,267	$8,587,115	$1,474,250	$1,930,251	$16,809,396
2017	$1,239,484	$5,552,809	$2,180,130	$4,398,700	$11,081,728	$342,367	$24,795,218
2016	$1,285,781	$5,852,142	$3,563,833	$6,333,200	$14,651,654	$767,053	$32,453,663
2015	$2,006,402	$3,327,715	$4,971,488	$5,501,135	$14,106,645	$1,983,341	$31,896,726
2014	$1,165,323	$3,205,602	$3,899,935	$5,234,091	$15,111,516	$2,933,050	$31,549,517
2013	$1,130,053	$2,456,762	$3,987,375	$4,980,820	$13,089,710	$2,514,529	$28,159,249
2012	$1,127,582	$2,995,783	$3,622,454	$4,205,801	$14,533,005	$1,629,554	$28,114,179
2011	$1,134,284	$2,692,625	$3,924,837	$3,826,530	$12,797,605	$1,314,167	$25,690,048
2010	$1,247,764	$3,061,128	$3,906,221	$3,454,483	$10,794,356	$1,810,015	$24,273,967
2009	$1,227,748	$2,944,050	$3,696,281	$3,254,812	$9,817,865	$1,867,969	$22,808,725
2008	$1,268,519	$3,440,756	$3,333,873	$3,324,729	$9,074,873	$1,988,081	$22,430,831
2007	$1,298,353	$3,226,902	$3,004,432	$2,706,837	$9,513,069	$1,850,919	$21,600,512
2006	$1,256,350	$3,660,487	$2,855,132	$2,684,759	$7,885,775	$1,401,591	$19,744,094
2005	$1,154,612	$2,555,134	$3,390,655	$2,710,489	$6,396,125	$2,577,097	$18,784,112
2017	$1,661,800	$5,992,599	$3,924,046	$0	$10,687,030	$2,457,220	$24,722,695
2016	$1,954,054	$5,609,402	$3,721,372	$0	$10,151,448	$1,952,459	$23,388,735
2015	$1,723,061	$4,258,498	$4,013,782	$0	$9,683,929	$2,530,642	$22,209,912
2014	$2,019,333	$3,088,904	$2,543,522	$0	$9,651,372	$1,974,570	$19,277,701
2013	$2,047,128	$3,262,546	$2,139,727	$0	$9,214,682	$1,906,410	$18,570,493
2012	$953,922	$3,608,371	$2,636,577	$0	$9,615,531	$1,919,796	$18,734,197
2011	$1,360,274	$2,523,734	$2,867,088	$0	$9,238,911	$1,156,552	$17,146,559
2010	$987,715	$2,098,577	$2,438,989	$0	$8,678,134	$2,384,125	$16,587,540
2009	$1,646,699	$2,728,546	$2,125,808	$0	$8,567,738	$952,102	$16,020,893
2008	$865,028	$2,064,622	$2,174,547	$0	$8,114,039	$1,438,746	$14,656,982
2007	$837,585	$1,654,253	$2,114,157	$0	$6,378,078	$2,151,078	$13,135,151
2006	$897,456	$1,558,373	$1,634,764	$0	$6,300,197	$1,332,500	$11,723,290
2005	$868,383	$1,631,553	$1,776,846	$0	$4,816,297	$1,916,408	$11,009,487
2017	$3,044,981	$3,936,169	$5,912,480	$6,074,538	$2,758,066	$2,258,405	$23,984,639
2016	$3,476,155	$3,897,242	$5,665,666	$6,055,633	$3,660,471	$3,160,293	$25,915,460
2015	$2,283,825	$4,189,297	$5,777,084	$6,083,108	$2,703,940	$2,935,335	$23,972,589
2014	$2,215,329	$3,373,697	$4,371,138	$5,948,981	$3,464,492	$4,162,617	$23,536,254
2013	$2,930,731	$4,858,909	$3,955,067	$6,128,573	$3,674,201	$1,228,935	$22,776,416
2012	$2,859,879	$3,661,830	$5,030,088	$6,288,913	$1,975,130	$1,710,855	$21,526,695
2011	$2,827,125	$3,195,613	$4,918,831	$6,084,813	$1,930,604	$1,716,611	$20,673,597
2010	$2,888,213	$3,278,980	$4,407,756	$6,056,608	$1,943,793	$1,155,983	$19,731,333
2009	$3,109,144	$2,087,242	$4,378,260	$5,468,917	$1,870,146	$2,005,928	$18,919,637
2008	$2,357,903	$3,061,906	$4,129,294	$5,137,882	$1,775,461	$2,250,241	$18,712,687
2007	$2,586,711	$4,693,766	$4,369,604	$5,000,000	$1,847,594	$1,414,219	$19,911,894
2006	$1,965,531	$4,666,423	$4,258,619	$4,869,640	$2,116,950	$1,582,905	$19,460,068
2005	$1,825,322	$4,063,130	$2,711,747	$5,232,082	$2,234,912	$2,179,291	$18,246,484
2017	$783,221	$1,104,554	$3,852,479	$317,695	$6,895,820	$3,178,652	$16,132,421
2016	$268,934	$1,096,652	$2,336,552	$318,717	$6,624,157	$4,008,563	$14,653,575
2015	$632,894	$1,587,279	$2,509,531	$302,318	$3,991,933	$3,929,464	$12,953,419
2014	$661,979	$1,853,993	$2,091,738	$311,759	$4,470,582	$2,738,466	$12,128,517
2013	$785,715	$1,801,838	$1,562,094	$313,005	$3,789,317	$2,979,342	$11,231,311
2012	$573,517	$1,152,189	$1,043,958	$296,701	$4,412,649	$3,844,471	$11,323,485
2011	$429,748	$1,427,046	$976,571	$346,970	$5,397,810	$3,083,582	$11,661,727
2010	$469,779	$1,492,168	$1,070,187	$362,045	$4,280,192	$3,078,621	$10,752,992
2009	$425,360	$1,264,498	$1,012,265	$351,161	$4,902,394	$2,263,773	$10,219,451
2008	$568,163	$878,402	$841,936	$352,599	$4,319,437	$2,452,844	$9,413,381
2007	$380,909	$868,924	$664,475	$361,270	$3,820,340	$2,934,678	$9,030,596
2006	$450,434	$834,546	$732,488	$0	$3,730,702	$1,856,772	$7,604,942
2005	$332,954	$995,303	$640,445	$0	$2,915,857	$1,767,813	$6,652,372
2017	$501,385	$637,322	$1,583,313	$5,217,824	$5,365,367	$749,313	$14,054,524
2016	$459,370	$655,937	$1,391,363	$5,099,560	$4,765,523	$703,955	$13,075,708
2015	$228,631	$595,682	$1,204,353	$5,663,741	$4,082,822	$738,656	$12,513,885
2014	$199,548	$276,365	$573,465	$5,279,103	$4,873,743	$579,406	$11,781,630
2013	$317,440	$294,300	$554,751	$5,587,053	$4,144,417	$513,301	$11,411,262
2012	$70,310	$213,371	$261,802	$5,715,432	$2,880,953	$572,361	$9,714,229
2011	$43,572	$342,972	$355,565	$5,587,223	$2,396,149	$567,161	$9,292,642
2010	$44,312	$155,389	$404,100	$5,034,088	$2,512,126	$445,795	$8,595,810
2009	$36,613	$170,745	$303,309	$4,520,238	$2,291,128	$434,989	$7,757,022
2008	$42,125	$174,707	$358,607	$4,375,535	$1,834,171	$472,121	$7,257,266
2007	$34,291	$174,129	$352,044	$4,454,566	$1,381,811	$336,934	$6,733,775
2006	$35,759	$226,689	$261,224	$4,772,591	$724,570	$338,851	$6,359,684
2005	$35,359	$196,001	$235,182	$4,697,410	$369,679	$327,738	$5,861,369
2017	$629,719	$812,865	$2,242,852	$4,097,307	$4,320,871	$900,751	$13,004,365
2016	$534,218	$924,318	$1,673,000	$3,837,889	$3,938,001	$1,086,430	$11,993,856
2015	$365,718	$546,225	$1,506,724	$3,655,736	$2,753,793	$724,905	$9,553,101
2014	$450,204	$690,181	$1,437,102	$4,202,794	$1,992,875	$811,137	$9,584,293
2013	$492,145	$857,466	$1,232,516	$4,260,729	$1,887,082	$673,174	$9,403,112
2012	$529,523	$949,411	$1,167,614	$4,295,375	$2,142,435	$613,091	$9,697,449
2011	$503,440	$1,097,620	$1,170,681	$4,055,144	$1,931,795	$545,457	$9,304,137
2010	$521,906	$1,144,120	$1,178,256	$3,627,665	$2,492,357	$556,299	$9,520,603
2009	$575,100	$954,962	$1,399,460	$3,314,840	$2,281,259	$366,599	$8,892,220
2008	$610,506	$1,181,978	$1,119,673	$3,117,094	$2,062,470	$447,418	$8,539,139
2007	$601,748	$1,159,689	$1,039,203	$2,949,495	$1,831,552	$562,113	$8,143,800
2006	$660,049	$831,145	$1,098,819	$2,741,267	$1,547,390	$574,478	$7,453,148
2005	$524,406	$9,229,725	$643,152	$2,543,656	$1,377,647	$584,125	$14,902,711
